Timestamp,Node ID,Suhu (C),Kelembapan (%RH),Tekanan (hPa),Kecepatan Angin (m/s),Arah Angin (derajat),Cahaya (lux),Radiasi (W/m2),PM2.5 (ug/m3),PM10 (ug/m3),Ion Negatif (pcs/cm3)
"30/7/2026, 00.18.15","E32_WS (Sector A)","28.36","67.3","101.08","0.59","346","50.12","2","0","0","1","138"
"30/7/2026, 00.18.20","E32_WS (Sector A)","28.36","67.2","101.08","0.55","348","50.12","2","0","0","1","138"
"30/7/2026, 00.18.25","E32_WS (Sector A)","28.36","67.16","101.08","0.49","342","50.12","2","0","0","1","138"
"30/7/2026, 00.18.30","E32_WS (Sector A)","28.36","67.14","101.08","0.47","339","50.12","2","0","0","1","138"
"30/7/2026, 00.18.35","E32_WS (Sector A)","28.36","67.13","101.08","0.47","342","50.12","2","0","0","1","138"
"30/7/2026, 00.18.40","E32_WS (Sector A)","28.36","67.1","101.08","0.44","342","50.12","2","0","0","1","138"
"30/7/2026, 00.18.45","E32_WS (Sector A)","28.36","67.1","101.08","0.34","4","50.12","2","0","0","1","138"
"30/7/2026, 00.18.50","E32_WS (Sector A)","28.36","67.08","101.08","0.4","323","50.12","2","0","0","1","138"
"30/7/2026, 00.18.55","E32_WS (Sector A)","28.36","67.17","101.08","0.41","321","50.12","2","0","0","1","138"
"30/7/2026, 00.19.00","E32_WS (Sector A)","28.36","67.23","101.08","0.43","326","50.12","2","0","0","1","138"
"30/7/2026, 00.19.05","E32_WS (Sector A)","28.36","67.26","101.08","0.48","332","50.12","2","0","0","1","138"
"30/7/2026, 00.19.10","E32_WS (Sector A)","28.36","67.27","101.08","0.45","331","50.12","2","0","0","1","138"
"30/7/2026, 00.19.15","E32_WS (Sector A)","28.36","67.29","101.08","0.46","343","50.12","2","0","0","1","138"
"30/7/2026, 00.19.20","E32_WS (Sector A)","28.36","67.28","101.08","0.37","337","50.12","2","0","0","1","138"
"30/7/2026, 00.19.25","E32_WS (Sector A)","28.36","67.25","101.08","0.37","336","50.12","2","0","0","1","138"
"30/7/2026, 00.19.30","E32_WS (Sector A)","28.36","67.19","101.08","0.38","339","50.12","2","0","0","1","138"
"30/7/2026, 00.19.35","E32_WS (Sector A)","28.36","67.16","101.08","0.44","336","50.12","2","0","0","1","138"
"30/7/2026, 00.19.40","E32_WS (Sector A)","28.36","67.17","101.08","0.47","347","50.12","2","0","0","1","138"
"30/7/2026, 00.19.45","E32_WS (Sector A)","28.36","67.13","101.08","0.46","340","50.12","2","0","0","1","138"
"30/7/2026, 00.19.50","E32_WS (Sector A)","28.36","67.12","101.07","0.52","338","50.12","2","0","0","1","138"
"30/7/2026, 00.19.55","E32_WS (Sector A)","28.36","67.15","101.07","0.51","337","50.12","2","0","0","1","138"
"30/7/2026, 00.20.00","E32_WS (Sector A)","28.36","67.21","101.08","0.44","325","50.12","2","0","0","1","138"
"30/7/2026, 00.20.05","E32_WS (Sector A)","28.36","67.27","101.08","0.46","323","50.12","2","0","0","1","138"
"30/7/2026, 00.20.10","E32_WS (Sector A)","28.35","67.33","101.08","0.46","323","50.12","2","0","0","1","138"
"30/7/2026, 00.20.15","E32_WS (Sector A)","28.35","67.36","101.08","0.45","326","50.12","2","0","0","1","138"
"30/7/2026, 00.20.20","E32_WS (Sector A)","28.35","67.36","101.08","0.45","327","50.12","2","0","0","1","138"
"30/7/2026, 00.20.25","E32_WS (Sector A)","28.35","67.36","101.08","0.45","330","50.12","2","0","0","1","138"
"30/7/2026, 00.20.30","E32_WS (Sector A)","28.35","67.38","101.08","0.42","316","50.12","2","0","0","1","138"
"30/7/2026, 00.20.35","E32_WS (Sector A)","28.35","67.39","101.08","0.39","328","50.12","2","0","0","1","138"
"30/7/2026, 00.20.40","E32_WS (Sector A)","28.35","67.36","101.08","0.4","333","50.12","2","0","0","1","138"
"30/7/2026, 00.20.45","E32_WS (Sector A)","28.35","67.35","101.08","0.46","338","50.12","2","0","0","1","138"
"30/7/2026, 00.20.50","E32_WS (Sector A)","28.35","67.3","101.08","0.41","330","50.12","2","0","0","1","138"
"30/7/2026, 00.20.55","E32_WS (Sector A)","28.35","67.3","101.08","0.48","330","50.12","2","0","0","1","138"
"30/7/2026, 00.21.00","E32_WS (Sector A)","28.35","67.34","101.08","0.43","333","50.12","2","0","0","1","138"
"30/7/2026, 00.21.05","E32_WS (Sector A)","28.35","67.33","101.08","0.39","327","50.12","2","0","0","1","138"
"30/7/2026, 00.21.10","E32_WS (Sector A)","28.35","67.31","101.08","0.44","338","50.12","2","0","0","1","138"
"30/7/2026, 00.21.15","E32_WS (Sector A)","28.35","67.31","101.08","0.42","331","50.12","2","0","0","1","138"
"30/7/2026, 00.21.20","E32_WS (Sector A)","28.35","67.33","101.07","0.31","341","50.12","2","0","0","1","138"
"30/7/2026, 00.21.25","E32_WS (Sector A)","28.35","67.27","101.08","0.44","318","50.12","2","0","0","1","138"
"30/7/2026, 00.21.30","E32_WS (Sector A)","28.35","67.31","101.08","0.37","321","50.12","2","0","0","1","138"
"30/7/2026, 00.21.35","E32_WS (Sector A)","28.35","67.34","101.08","0.4","331","50.12","2","0","0","1","138"
"30/7/2026, 00.21.40","E32_WS (Sector A)","28.35","67.33","101.08","0.48","327","50.12","2","0","0","1","138"
"30/7/2026, 00.21.45","E32_WS (Sector A)","28.35","67.35","101.08","0.44","337","50.12","2","0","0","1","138"
"30/7/2026, 00.21.50","E32_WS (Sector A)","28.35","67.34","101.08","0.5","337","50.12","2","0","0","1","138"
"30/7/2026, 00.21.55","E32_WS (Sector A)","28.35","67.36","101.08","0.53","340","50.12","2","0","0","1","138"
"30/7/2026, 00.22.00","E32_WS (Sector A)","28.35","67.31","101.08","0.55","335","50.12","2","0","0","1","138"
"30/7/2026, 00.22.05","E32_WS (Sector A)","28.34","67.34","101.08","0.47","333","50.12","2","0","0","1","138"
"30/7/2026, 00.22.10","E32_WS (Sector A)","28.34","67.33","101.08","0.47","341","50.12","2","0","0","1","138"
"30/7/2026, 00.22.15","E32_WS (Sector A)","28.35","67.3","101.08","0.46","335","50.12","2","0","0","1","138"
"30/7/2026, 00.22.20","E32_WS (Sector A)","28.35","67.28","101.08","0.49","332","50.12","2","0","0","1","138"
"30/7/2026, 00.22.25","E32_WS (Sector A)","28.34","67.28","101.08","0.47","327","50.12","2","0","0","1","138"
"30/7/2026, 00.22.30","E32_WS (Sector A)","28.35","67.34","101.08","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 00.22.35","E32_WS (Sector A)","28.34","67.34","101.08","0.4","328","50.12","2","0","0","1","138"
"30/7/2026, 00.22.40","E32_WS (Sector A)","28.34","67.34","101.08","0.44","336","50.12","2","0","0","1","138"
"30/7/2026, 00.22.45","E32_WS (Sector A)","28.34","67.3","101.08","0.49","339","50.12","2","0","0","1","138"
"30/7/2026, 00.22.50","E32_WS (Sector A)","28.34","67.26","101.08","0.42","344","50.12","2","0","0","1","138"
"30/7/2026, 00.22.55","E32_WS (Sector A)","28.34","67.23","101.08","0.5","339","50.12","2","0","0","1","138"
"30/7/2026, 00.23.00","E32_WS (Sector A)","28.34","67.21","101.08","0.54","350","50.12","2","0","0","1","138"
"30/7/2026, 00.23.05","E32_WS (Sector A)","28.34","67.16","101.08","0.42","348","50.12","2","0","0","1","138"
"30/7/2026, 00.23.10","E32_WS (Sector A)","28.34","67.11","101.08","0.43","348","50.12","2","0","0","1","138"
"30/7/2026, 00.23.15","E32_WS (Sector A)","28.34","67.15","101.08","0.43","334","50.12","2","0","0","1","138"
"30/7/2026, 00.23.20","E32_WS (Sector A)","28.34","67.2","101.08","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 00.23.25","E32_WS (Sector A)","28.35","67.28","101.08","0.41","326","50.12","2","0","0","1","138"
"30/7/2026, 00.23.30","E32_WS (Sector A)","28.34","67.32","101.08","0.43","326","50.12","2","0","0","1","138"
"30/7/2026, 00.23.35","E32_WS (Sector A)","28.34","67.34","101.08","0.42","329","50.12","2","0","0","1","138"
"30/7/2026, 00.23.40","E32_WS (Sector A)","28.35","67.35","101.08","0.41","325","50.12","2","0","0","1","138"
"30/7/2026, 00.23.45","E32_WS (Sector A)","28.34","67.36","101.08","0.37","334","50.12","2","0","0","1","138"
"30/7/2026, 00.23.50","E32_WS (Sector A)","28.34","67.32","101.08","0.37","338","50.12","2","0","0","1","138"
"30/7/2026, 00.23.55","E32_WS (Sector A)","28.34","67.26","101.08","0.45","333","50.12","2","0","0","1","138"
"30/7/2026, 00.24.00","E32_WS (Sector A)","28.34","67.25","101.08","0.54","341","50.12","2","0","0","1","138"
"30/7/2026, 00.24.05","E32_WS (Sector A)","28.34","67.23","101.08","0.48","334","50.12","2","0","0","1","138"
"30/7/2026, 00.24.10","E32_WS (Sector A)","28.34","67.23","101.08","0.46","357","50.12","2","0","0","1","138"
"30/7/2026, 00.24.15","E32_WS (Sector A)","28.34","67.23","101.08","0.37","359","50.12","2","0","0","1","138"
"30/7/2026, 00.24.20","E32_WS (Sector A)","28.34","67.17","101.08","0.38","1","50.12","2","0","0","1","138"
"30/7/2026, 00.24.25","E32_WS (Sector A)","28.35","67.12","101.08","0.44","355","50.12","2","0","0","1","138"
"30/7/2026, 00.24.30","E32_WS (Sector A)","28.34","67.12","101.08","0.45","334","50.12","2","0","0","1","138"
"30/7/2026, 00.24.35","E32_WS (Sector A)","28.34","67.18","101.08","0.45","352","50.12","2","0","0","1","138"
"30/7/2026, 00.24.40","E32_WS (Sector A)","28.35","67.19","101.08","0.36","336","50.12","2","0","0","1","138"
"30/7/2026, 00.24.45","E32_WS (Sector A)","28.34","67.19","101.08","0.39","335","50.12","2","0","0","1","138"
"30/7/2026, 00.24.50","E32_WS (Sector A)","28.34","67.22","101.08","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 00.24.55","E32_WS (Sector A)","28.34","67.25","101.08","0.37","342","50.12","2","0","0","1","138"
"30/7/2026, 00.25.00","E32_WS (Sector A)","28.34","67.18","101.08","0.38","331","50.12","2","0","0","1","138"
"30/7/2026, 00.25.05","E32_WS (Sector A)","28.34","67.21","101.08","0.36","327","50.12","2","0","0","1","138"
"30/7/2026, 00.25.10","E32_WS (Sector A)","28.34","67.23","101.08","0.37","331","50.12","2","0","0","1","138"
"30/7/2026, 00.25.15","E32_WS (Sector A)","28.34","67.24","101.08","0.42","327","50.12","2","0","0","1","138"
"30/7/2026, 00.25.20","E32_WS (Sector A)","28.34","67.31","101.08","0.46","330","50.12","2","0","0","1","138"
"30/7/2026, 00.25.25","E32_WS (Sector A)","28.34","67.34","101.08","0.43","327","50.12","2","0","0","1","138"
"30/7/2026, 00.25.30","E32_WS (Sector A)","28.34","67.35","101.08","0.45","335","50.12","2","0","0","1","138"
"30/7/2026, 00.25.35","E32_WS (Sector A)","28.34","67.36","101.08","0.42","330","50.12","2","0","0","1","138"
"30/7/2026, 00.25.40","E32_WS (Sector A)","28.34","67.36","101.08","0.35","336","50.12","2","0","0","1","138"
"30/7/2026, 00.25.45","E32_WS (Sector A)","28.34","67.36","101.08","0.38","331","50.12","2","0","0","1","138"
"30/7/2026, 00.25.50","E32_WS (Sector A)","28.34","67.35","101.08","0.57","309","50.12","2","0","0","1","138"
"30/7/2026, 00.25.55","E32_WS (Sector A)","28.33","67.38","101.08","0.5","315","50.12","2","0","0","1","138"
"30/7/2026, 00.26.00","E32_WS (Sector A)","28.34","67.42","101.08","0.42","331","50.12","2","0","0","1","138"
"30/7/2026, 00.26.05","E32_WS (Sector A)","28.33","67.4","101.08","0.46","332","50.12","2","0","0","1","138"
"30/7/2026, 00.26.10","E32_WS (Sector A)","28.33","67.38","101.08","0.46","338","50.12","2","0","0","1","138"
"30/7/2026, 00.26.15","E32_WS (Sector A)","28.33","67.37","101.08","0.44","341","50.12","2","0","0","1","138"
"30/7/2026, 00.26.20","E32_WS (Sector A)","28.33","67.34","101.08","0.48","326","50.12","2","0","0","1","138"
"30/7/2026, 00.26.25","E32_WS (Sector A)","28.33","67.36","101.08","0.42","335","50.12","2","0","0","1","138"
"30/7/2026, 00.26.30","E32_WS (Sector A)","28.33","67.35","101.08","0.41","342","50.12","2","0","0","1","138"
"30/7/2026, 00.26.35","E32_WS (Sector A)","28.33","67.35","101.08","0.45","323","50.12","2","0","0","1","138"
"30/7/2026, 00.26.40","E32_WS (Sector A)","28.33","67.37","101.08","0.49","329","50.12","2","0","0","1","138"
"30/7/2026, 00.26.45","E32_WS (Sector A)","28.32","67.37","101.08","0.55","343","50.12","2","0","0","1","138"
"30/7/2026, 00.26.50","E32_WS (Sector A)","28.32","67.32","101.08","0.6","342","50.12","2","0","0","1","138"
"30/7/2026, 00.26.55","E32_WS (Sector A)","28.33","67.25","101.08","0.55","348","50.12","2","0","0","1","138"
"30/7/2026, 00.27.00","E32_WS (Sector A)","28.33","67.22","101.08","0.56","344","50.12","2","0","0","1","138"
"30/7/2026, 00.27.05","E32_WS (Sector A)","28.32","67.18","101.08","0.57","348","50.12","2","0","0","1","138"
"30/7/2026, 00.27.10","E32_WS (Sector A)","28.33","67.16","101.08","0.48","347","50.12","2","0","0","1","138"
"30/7/2026, 00.27.15","E32_WS (Sector A)","28.32","67.17","101.08","0.45","335","50.12","2","0","0","1","138"
"30/7/2026, 00.27.20","E32_WS (Sector A)","28.32","67.19","101.08","0.43","335","50.12","2","0","0","1","138"
"30/7/2026, 00.27.25","E32_WS (Sector A)","28.32","67.24","101.08","0.48","326","50.12","2","0","0","1","138"
"30/7/2026, 00.27.30","E32_WS (Sector A)","28.32","67.32","101.08","0.5","331","50.12","2","0","0","1","138"
"30/7/2026, 00.27.35","E32_WS (Sector A)","28.32","67.34","101.08","0.46","344","50.12","2","0","0","1","138"
"30/7/2026, 00.27.40","E32_WS (Sector A)","28.33","67.3","101.08","0.39","338","50.12","2","0","0","1","138"
"30/7/2026, 00.27.45","E32_WS (Sector A)","28.33","67.27","101.08","0.38","338","50.12","2","0","0","1","138"
"30/7/2026, 00.27.50","E32_WS (Sector A)","28.32","67.24","101.08","0.41","342","50.12","2","0","0","1","138"
"30/7/2026, 00.27.55","E32_WS (Sector A)","28.33","67.22","101.08","0.42","327","50.12","2","0","0","1","138"
"30/7/2026, 00.28.00","E32_WS (Sector A)","28.32","67.3","101.08","0.43","336","50.12","2","0","0","1","138"
"30/7/2026, 00.28.05","E32_WS (Sector A)","28.33","67.31","101.08","0.47","333","50.12","2","0","0","1","138"
"30/7/2026, 00.28.10","E32_WS (Sector A)","28.32","67.32","101.08","0.48","328","50.12","2","0","0","1","138"
"30/7/2026, 00.28.15","E32_WS (Sector A)","28.33","67.38","101.08","0.39","329","50.12","2","0","0","1","138"
"30/7/2026, 00.28.20","E32_WS (Sector A)","28.32","67.38","101.08","0.42","337","50.12","2","0","0","1","138"
"30/7/2026, 00.28.25","E32_WS (Sector A)","28.33","67.35","101.08","0.41","338","50.12","2","0","0","1","138"
"30/7/2026, 00.28.30","E32_WS (Sector A)","28.33","67.34","101.08","0.43","337","50.12","2","0","0","1","138"
"30/7/2026, 00.28.35","E32_WS (Sector A)","28.33","67.35","101.08","0.41","341","50.12","2","0","0","1","138"
"30/7/2026, 00.28.40","E32_WS (Sector A)","28.33","67.29","101.08","0.5","339","50.12","2","0","0","1","138"
"30/7/2026, 00.28.45","E32_WS (Sector A)","28.33","67.32","101.08","0.53","336","50.12","2","0","0","1","138"
"30/7/2026, 00.28.50","E32_WS (Sector A)","28.32","67.35","101.08","0.53","335","50.12","2","0","0","1","138"
"30/7/2026, 00.28.55","E32_WS (Sector A)","28.32","67.41","101.08","0.53","338","50.12","2","0","0","1","138"
"30/7/2026, 00.29.00","E32_WS (Sector A)","28.33","67.4","101.08","0.6","342","50.12","2","0","0","1","138"
"30/7/2026, 00.29.05","E32_WS (Sector A)","28.33","67.35","101.08","0.57","343","50.12","2","0","0","1","138"
"30/7/2026, 00.29.10","E32_WS (Sector A)","28.32","67.32","101.08","0.48","338","50.12","2","0","0","1","138"
"30/7/2026, 00.29.15","E32_WS (Sector A)","28.32","67.37","101.08","0.53","337","50.12","2","0","0","1","138"
"30/7/2026, 00.29.20","E32_WS (Sector A)","28.33","67.37","101.08","0.52","336","50.12","2","0","0","1","138"
"30/7/2026, 00.29.25","E32_WS (Sector A)","28.32","67.37","101.08","0.5","334","50.12","2","0","0","1","138"
"30/7/2026, 00.29.30","E32_WS (Sector A)","28.32","67.39","101.08","0.51","336","50.12","2","0","0","1","138"
"30/7/2026, 00.29.35","E32_WS (Sector A)","28.32","67.37","101.08","0.46","335","50.12","2","0","0","1","138"
"30/7/2026, 00.29.40","E32_WS (Sector A)","28.32","67.39","101.08","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 00.29.45","E32_WS (Sector A)","28.32","67.4","101.08","0.45","334","50.12","2","0","0","1","138"
"30/7/2026, 00.29.50","E32_WS (Sector A)","28.32","67.39","101.08","0.47","332","50.12","2","0","0","1","138"
"30/7/2026, 00.29.55","E32_WS (Sector A)","28.32","67.41","101.08","0.51","332","50.12","2","0","0","1","138"
"30/7/2026, 00.30.00","E32_WS (Sector A)","28.32","67.43","101.08","0.54","342","50.12","2","0","0","1","138"
"30/7/2026, 00.30.05","E32_WS (Sector A)","28.32","67.41","101.08","0.52","340","50.12","2","0","0","1","138"
"30/7/2026, 00.30.10","E32_WS (Sector A)","28.32","67.41","101.08","0.42","348","50.12","2","0","0","1","138"
"30/7/2026, 00.30.15","E32_WS (Sector A)","28.32","67.37","101.08","0.42","341","50.12","2","0","0","1","138"
"30/7/2026, 00.30.20","E32_WS (Sector A)","28.32","67.31","101.08","0.38","338","50.12","2","0","0","1","138"
"30/7/2026, 00.30.25","E32_WS (Sector A)","28.32","67.27","101.08","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 00.30.30","E32_WS (Sector A)","28.32","67.3","101.08","0.42","330","50.12","2","0","0","1","138"
"30/7/2026, 00.30.35","E32_WS (Sector A)","28.32","67.39","101.08","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 00.30.40","E32_WS (Sector A)","28.32","67.44","101.08","0.39","320","50.12","2","0","0","1","138"
"30/7/2026, 00.30.45","E32_WS (Sector A)","28.32","67.5","101.08","0.45","330","50.12","2","0","0","1","138"
"30/7/2026, 00.30.50","E32_WS (Sector A)","28.32","67.49","101.08","0.41","348","50.12","2","0","0","1","138"
"30/7/2026, 00.30.55","E32_WS (Sector A)","28.32","67.44","101.08","0.41","353","50.12","2","0","0","1","138"
"30/7/2026, 00.31.00","E32_WS (Sector A)","28.32","67.37","101.08","0.38","348","50.12","2","0","0","1","138"
"30/7/2026, 00.31.05","E32_WS (Sector A)","28.32","67.41","101.08","0.42","334","50.12","2","0","0","1","138"
"30/7/2026, 00.31.10","E32_WS (Sector A)","28.32","67.38","101.08","0.34","357","50.12","2","0","0","1","138"
"30/7/2026, 00.31.15","E32_WS (Sector A)","28.32","67.28","101.08","0.34","349","50.12","2","0","0","1","138"
"30/7/2026, 00.31.20","E32_WS (Sector A)","28.32","67.26","101.08","0.52","333","50.12","2","0","0","1","138"
"30/7/2026, 00.31.25","E32_WS (Sector A)","28.32","67.31","101.08","0.43","334","50.12","2","0","0","1","138"
"30/7/2026, 00.31.30","E32_WS (Sector A)","28.32","67.39","101.08","0.51","322","50.12","2","0","0","1","138"
"30/7/2026, 00.31.35","E32_WS (Sector A)","28.31","67.45","101.08","0.44","328","50.12","2","0","0","1","138"
"30/7/2026, 00.31.40","E32_WS (Sector A)","28.31","67.47","101.08","0.44","328","50.12","2","0","0","1","138"
"30/7/2026, 00.31.45","E32_WS (Sector A)","28.31","67.53","101.08","0.42","331","50.12","2","0","0","1","138"
"30/7/2026, 00.31.50","E32_WS (Sector A)","28.31","67.52","101.08","0.39","337","50.12","2","0","0","1","138"
"30/7/2026, 00.31.55","E32_WS (Sector A)","28.31","67.49","101.08","0.44","335","50.12","2","0","0","1","138"
"30/7/2026, 00.32.00","E32_WS (Sector A)","28.31","67.48","101.08","0.44","332","50.12","2","0","0","1","138"
"30/7/2026, 00.32.05","E32_WS (Sector A)","28.31","67.48","101.08","0.41","332","50.12","2","0","0","1","138"
"30/7/2026, 00.32.10","E32_WS (Sector A)","28.31","67.48","101.08","0.4","334","50.12","2","0","0","1","138"
"30/7/2026, 00.32.15","E32_WS (Sector A)","28.31","67.5","101.08","0.41","332","50.12","2","0","0","1","138"
"30/7/2026, 00.32.20","E32_WS (Sector A)","28.31","67.51","101.08","0.45","342","50.12","2","0","0","1","138"
"30/7/2026, 00.32.25","E32_WS (Sector A)","28.31","67.47","101.08","0.5","346","50.12","2","0","0","1","138"
"30/7/2026, 00.32.30","E32_WS (Sector A)","28.31","67.45","101.08","0.42","346","50.12","2","0","0","1","138"
"30/7/2026, 00.32.35","E32_WS (Sector A)","28.31","67.49","101.08","0.43","345","50.12","2","0","0","1","138"
"30/7/2026, 00.32.40","E32_WS (Sector A)","28.31","67.45","101.08","0.47","349","50.12","2","0","0","1","138"
"30/7/2026, 00.32.45","E32_WS (Sector A)","28.31","67.45","101.08","0.49","341","50.12","2","0","0","1","138"
"30/7/2026, 00.32.50","E32_WS (Sector A)","28.31","67.43","101.08","0.47","347","50.12","2","0","0","1","138"
"30/7/2026, 00.32.55","E32_WS (Sector A)","28.3","67.42","101.08","0.46","337","50.12","2","0","0","1","138"
"30/7/2026, 00.33.00","E32_WS (Sector A)","28.3","67.45","101.08","0.5","330","50.12","2","0","0","1","138"
"30/7/2026, 00.33.05","E32_WS (Sector A)","28.3","67.49","101.08","0.5","334","50.12","2","0","0","1","138"
"30/7/2026, 00.33.10","E32_WS (Sector A)","28.31","67.48","101.08","0.49","339","50.12","2","0","0","1","138"
"30/7/2026, 00.33.15","E32_WS (Sector A)","28.31","67.46","101.08","0.44","340","50.12","2","0","0","1","138"
"30/7/2026, 00.33.20","E32_WS (Sector A)","28.3","67.44","101.08","0.38","342","50.12","2","0","0","1","138"
"30/7/2026, 00.33.25","E32_WS (Sector A)","28.31","67.4","101.08","0.39","335","50.12","2","0","0","1","138"
"30/7/2026, 00.33.30","E32_WS (Sector A)","28.31","67.39","101.08","0.42","339","50.12","2","0","0","1","138"
"30/7/2026, 00.33.35","E32_WS (Sector A)","28.31","67.37","101.08","0.38","345","50.12","2","0","0","1","138"
"30/7/2026, 00.33.40","E32_WS (Sector A)","28.3","67.32","101.08","0.38","344","50.12","2","0","0","1","138"
"30/7/2026, 00.33.45","E32_WS (Sector A)","28.31","67.28","101.08","0.41","339","50.12","2","0","0","1","138"
"30/7/2026, 00.33.50","E32_WS (Sector A)","28.3","67.27","101.08","0.44","337","50.12","2","0","0","1","138"
"30/7/2026, 00.33.55","E32_WS (Sector A)","28.3","67.29","101.08","0.48","332","50.12","2","0","0","1","138"
"30/7/2026, 00.34.00","E32_WS (Sector A)","28.3","67.34","101.08","0.52","332","50.12","2","0","0","1","138"
"30/7/2026, 00.34.05","E32_WS (Sector A)","28.3","67.42","101.08","0.53","335","50.12","2","0","0","1","138"
"30/7/2026, 00.34.10","E32_WS (Sector A)","28.3","67.44","101.08","0.5","336","50.12","2","0","0","1","138"
